instance_id,process_key,act_inst_id,node_id,node_name,task_type,seq,task_id,assignee,assignee_role,start_time,end_time,outcome,duration_ms
PI-000033,invoice_verification,PI-000033|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000136,EMP-0083,应付会计,2024-01-09 21:15:57.122633,2024-01-09 21:45:31.122633,approve,1774000
PI-000033,invoice_verification,PI-000033|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000135,EMP-0084,应付会计,2024-01-09 22:19:18.366831,2024-01-09 23:15:07.366831,approve,3349000
PI-000033,invoice_verification,PI-000033|A04,n_pay,Post Payment,serviceTask,4,TK-0000137,EMP-0090,出纳,2024-01-09 23:32:12.756559,2024-01-09 23:40:28.756559,approve,496000
PI-000033,invoice_verification,PI-000033|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000138,EMP-0087,应付会计,2024-01-10 00:35:28.373719,2024-01-10 00:43:06.373719,approve,458000
PI-000034,purchase_order,PI-000034|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000139,EMP-0060,采购专员,2024-01-03 05:01:23.296780,2024-01-03 05:12:03.296780,approve,640000
PI-000034,purchase_order,PI-000034|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000140,EMP-0049,采购总监,2024-01-03 05:59:41.115151,2024-01-03 06:25:27.115151,approve,1546000
PI-000034,purchase_order,PI-000034|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000141,EMP-0052,采购专员,2024-01-03 06:52:00.898482,2024-01-03 06:57:18.898482,approve,318000
PI-000035,goods_receipt,PI-000035|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000142,EMP-0064,仓储专员,2024-01-03 17:56:25.618452,2024-01-03 18:07:04.618452,approve,639000
PI-000035,goods_receipt,PI-000035|A02,n_inspect,Quality Inspection,userTask,2,TK-0000143,EMP-0071,质检员,2024-01-03 21:09:29.316778,2024-01-03 21:29:25.316778,approve,1196000
PI-000035,goods_receipt,PI-000035|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000144,EMP-0069,仓储专员,2024-01-03 23:38:15.087689,2024-01-04 00:00:34.087689,approve,1339000
PI-000036,goods_receipt,PI-000036|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000145,EMP-0066,仓储专员,2024-01-06 21:23:56.962220,2024-01-06 21:28:46.962220,approve,290000
PI-000036,goods_receipt,PI-000036|A02,n_inspect,Quality Inspection,userTask,2,TK-0000146,EMP-0074,质检员,2024-01-07 00:19:08.727034,2024-01-07 01:04:13.727034,approve,2705000
PI-000036,goods_receipt,PI-000036|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000147,EMP-0062,仓储专员,2024-01-07 02:51:44.423331,2024-01-07 03:20:12.423331,approve,1708000
PI-000037,invoice_verification,PI-000037|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000148,EMP-0081,财务专员,2024-01-10 09:45:29.661807,2024-01-10 09:54:09.661807,approve,520000
PI-000037,invoice_verification,PI-000037|A02,n_match,Three-Way Match,serviceTask,2,TK-0000149,EMP-0080,财务专员,2024-01-10 10:19:52.293133,2024-01-10 10:33:41.293133,approve,829000
PI-000037,invoice_verification,PI-000037|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000150,EMP-0085,应付会计,2024-01-10 11:04:10.140339,2024-01-10 12:16:02.140339,approve,4312000
PI-000037,invoice_verification,PI-000037|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000151,EMP-0087,应付会计,2024-01-10 11:12:24.914974,2024-01-10 12:04:43.914974,approve,3139000
PI-000037,invoice_verification,PI-000037|A04,n_pay,Post Payment,serviceTask,4,TK-0000152,EMP-0089,出纳,2024-01-10 15:11:58.185729,2024-01-10 15:20:14.185729,approve,496000
PI-000037,invoice_verification,PI-000037|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000153,EMP-0087,应付会计,2024-01-10 16:01:09.649754,2024-01-10 16:09:33.649754,approve,504000
PI-000038,purchase_requisition,PI-000038|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000154,EMP-0030,采购申请人,2024-01-02 12:41:04.639397,2024-01-02 13:11:58.639397,approve,1854000
PI-000038,purchase_requisition,PI-000038|A02,n_convert,Convert to Purchase Order,serviceTask,2,TK-0000155,EMP-0057,采购专员,2024-01-02 13:52:27.138757,2024-01-02 13:56:23.138757,approve,236000
PI-000039,purchase_order,PI-000039|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000156,EMP-0061,采购专员,2024-01-03 13:09:35.217070,2024-01-03 13:20:21.217070,approve,646000
PI-000039,purchase_order,PI-000039|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0000157,EMP-0052,采购专员,2024-01-03 15:11:02.462291,2024-01-03 15:25:35.462291,approve,873000
PI-000040,goods_receipt,PI-000040|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000158,EMP-0063,仓储专员,2024-01-06 04:15:13.239665,2024-01-06 04:22:19.239665,approve,426000
PI-000040,goods_receipt,PI-000040|A02,n_inspect,Quality Inspection,userTask,2,TK-0000159,EMP-0074,质检员,2024-01-06 06:50:37.495894,2024-01-06 06:56:45.495894,approve,368000
PI-000040,goods_receipt,PI-000040|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000160,EMP-0062,仓储专员,2024-01-06 10:07:13.595629,2024-01-06 10:43:28.595629,approve,2175000
PI-000041,invoice_verification,PI-000041|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000161,EMP-0077,财务专员,2024-01-10 04:04:00.174666,2024-01-10 04:32:04.174666,approve,1684000
PI-000041,invoice_verification,PI-000041|A02,n_match,Three-Way Match,serviceTask,2,TK-0000162,EMP-0081,财务专员,2024-01-10 05:07:22.393048,2024-01-10 05:17:53.393048,approve,631000
PI-000041,invoice_verification,PI-000041|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000164,EMP-0083,应付会计,2024-01-10 05:40:55.232936,2024-01-10 06:11:35.232936,approve,1840000
PI-000041,invoice_verification,PI-000041|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000163,EMP-0084,应付会计,2024-01-10 06:37:10.964311,2024-01-10 07:20:27.964311,approve,2597000
PI-000041,invoice_verification,PI-000041|A04,n_pay,Post Payment,serviceTask,4,TK-0000165,EMP-0089,出纳,2024-01-10 08:10:35.238106,2024-01-10 08:14:21.238106,approve,226000
PI-000041,invoice_verification,PI-000041|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000166,EMP-0087,应付会计,2024-01-10 11:35:36.427662,2024-01-10 11:38:11.427662,approve,155000
PI-000042,purchase_requisition,PI-000042|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000167,EMP-0011,采购申请人,2024-01-02 13:21:01.507336,2024-01-02 13:43:02.507336,approve,1321000
PI-000042,purchase_requisition,PI-000042|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000168,EMP-0048,部门经理,2024-01-02 14:15:32.769967,2024-01-02 16:05:04.769967,approve,6572000
PI-000042,purchase_requisition,PI-000042|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000169,EMP-0042,部门经理,2024-01-02 14:24:23.015087,2024-01-02 15:34:10.015087,approve,4187000
PI-000042,purchase_requisition,PI-000042|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000170,EMP-0045,部门经理,2024-01-02 14:29:40.153497,2024-01-02 16:27:08.153497,approve,7048000
PI-000042,purchase_requisition,PI-000042|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000171,EMP-0055,采购专员,2024-01-02 19:40:25.908558,2024-01-02 19:46:01.908558,approve,336000
PI-000043,purchase_order,PI-000043|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000172,EMP-0054,采购专员,2024-01-03 17:25:16.913550,2024-01-03 17:28:57.913550,approve,221000
PI-000043,purchase_order,PI-000043|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000173,EMP-0049,采购总监,2024-01-03 19:11:27.959922,2024-01-03 20:25:14.959922,approve,4427000
PI-000043,purchase_order,PI-000043|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000174,EMP-0055,采购专员,2024-01-03 20:36:52.404314,2024-01-03 20:48:43.404314,approve,711000
PI-000044,goods_receipt,PI-000044|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000175,EMP-0063,仓储专员,2024-01-05 07:48:27.111134,2024-01-05 07:56:28.111134,approve,481000
PI-000044,goods_receipt,PI-000044|A02,n_inspect,Quality Inspection,userTask,2,TK-0000176,EMP-0073,质检员,2024-01-05 08:27:35.845865,2024-01-05 08:58:50.845865,approve,1875000
PI-000044,goods_receipt,PI-000044|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000177,EMP-0069,仓储专员,2024-01-05 09:18:36.426694,2024-01-05 10:25:55.426694,approve,4039000
PI-000045,goods_receipt,PI-000045|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000178,EMP-0068,仓储专员,2024-01-05 13:21:30.765505,2024-01-05 13:39:50.765505,approve,1100000
PI-000045,goods_receipt,PI-000045|A02,n_inspect,Quality Inspection,userTask,2,TK-0000179,EMP-0074,质检员,2024-01-05 15:44:04.086027,2024-01-05 16:19:10.086027,approve,2106000
PI-000045,goods_receipt,PI-000045|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000180,EMP-0066,仓储专员,2024-01-05 19:19:47.249968,2024-01-05 19:44:44.249968,approve,1497000
PI-000046,invoice_verification,PI-000046|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000181,EMP-0077,财务专员,2024-01-08 19:30:12.210256,2024-01-08 20:03:49.210256,approve,2017000
PI-000046,invoice_verification,PI-000046|A02,n_match,Three-Way Match,serviceTask,2,TK-0000182,EMP-0082,财务专员,2024-01-08 23:59:18.760776,2024-01-09 00:07:03.760776,approve,465000
PI-000046,invoice_verification,PI-000046|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000184,EMP-0085,应付会计,2024-01-09 00:32:09.580490,2024-01-09 02:14:47.580490,approve,6158000
PI-000046,invoice_verification,PI-000046|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000183,EMP-0083,应付会计,2024-01-09 00:35:14.738627,2024-01-09 01:11:30.738627,approve,2176000
PI-000046,invoice_verification,PI-000046|A04,n_pay,Post Payment,serviceTask,4,TK-0000185,EMP-0090,出纳,2024-01-09 03:04:42.138863,2024-01-09 03:10:10.138863,approve,328000
PI-000046,invoice_verification,PI-000046|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000186,EMP-0085,应付会计,2024-01-09 04:19:22.493009,2024-01-09 04:30:43.493009,approve,681000
PI-000047,purchase_requisition,PI-000047|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000187,EMP-0025,采购申请人,2024-01-02 20:24:01.545847,2024-01-02 20:52:06.545847,approve,1685000
PI-000047,purchase_requisition,PI-000047|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000188,EMP-0045,部门经理,2024-01-02 21:08:54.471411,2024-01-02 21:53:38.471411,approve,2684000
PI-000047,purchase_requisition,PI-000047|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000189,EMP-0043,部门经理,2024-01-02 21:19:58.332703,2024-01-02 22:42:04.332703,approve,4926000
PI-000047,purchase_requisition,PI-000047|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000190,EMP-0057,采购专员,2024-01-03 01:11:33.738602,2024-01-03 01:19:36.738602,approve,483000
PI-000048,purchase_order,PI-000048|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000191,EMP-0057,采购专员,2024-01-03 04:54:31.004331,2024-01-03 05:01:33.004331,approve,422000
PI-000048,purchase_order,PI-000048|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000192,EMP-0049,采购总监,2024-01-03 07:10:58.388661,2024-01-03 08:14:25.388661,reject,3807000
PI-000048,purchase_order,PI-000048|A03,n_revise_po,Revise Purchase Order,serviceTask,3,TK-0000193,EMP-0054,采购专员,2024-01-03 10:16:41.908501,2024-01-03 10:35:01.908501,approve,1100000
PI-000048,purchase_order,PI-000048|A04,n_create_po,Create Purchase Order,serviceTask,4,TK-0000194,EMP-0056,采购专员,2024-01-03 13:25:28.841639,2024-01-03 13:31:40.841639,approve,372000
PI-000048,purchase_order,PI-000048|A05,n_send_po,Send Order to Supplier,serviceTask,5,TK-0000195,EMP-0055,采购专员,2024-01-03 14:05:30.029288,2024-01-03 14:16:20.029288,approve,650000
PI-000049,goods_receipt,PI-000049|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000196,EMP-0066,仓储专员,2024-01-05 21:30:52.008688,2024-01-05 22:22:45.008688,approve,3113000
PI-000049,goods_receipt,PI-000049|A02,n_inspect,Quality Inspection,userTask,2,TK-0000197,EMP-0072,质检员,2024-01-06 00:27:18.464695,2024-01-06 00:52:46.464695,approve,1528000
PI-000049,goods_receipt,PI-000049|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000198,EMP-0062,仓储专员,2024-01-06 02:22:35.105690,2024-01-06 02:57:53.105690,approve,2118000
PI-000050,invoice_verification,PI-000050|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000199,EMP-0082,财务专员,2024-01-06 16:44:01.823183,2024-01-06 19:19:48.823183,approve,9347000
PI-000050,invoice_verification,PI-000050|A02,n_match,Three-Way Match,serviceTask,2,TK-0000200,EMP-0076,财务专员,2024-01-06 21:10:33.463572,2024-01-06 21:21:40.463572,approve,667000
PI-000050,invoice_verification,PI-000050|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000202,EMP-0086,应付会计,2024-01-06 21:33:04.108591,2024-01-06 23:11:10.108591,approve,5886000
PI-000050,invoice_verification,PI-000050|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000201,EMP-0084,应付会计,2024-01-06 22:24:30.223699,2024-01-06 23:16:05.223699,approve,3095000
PI-000050,invoice_verification,PI-000050|A04,n_pay,Post Payment,serviceTask,4,TK-0000203,EMP-0090,出纳,2024-01-07 02:51:23.679126,2024-01-07 03:12:16.679126,approve,1253000
PI-000050,invoice_verification,PI-000050|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000204,EMP-0087,应付会计,2024-01-07 04:21:46.438694,2024-01-07 04:30:37.438694,approve,531000
PI-000051,invoice_verification,PI-000051|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000205,EMP-0077,财务专员,2024-01-10 07:49:24.778973,2024-01-10 08:38:18.778973,approve,2934000
PI-000051,invoice_verification,PI-000051|A02,n_match,Three-Way Match,serviceTask,2,TK-0000206,EMP-0075,财务专员,2024-01-10 09:02:24.021227,2024-01-10 09:07:59.021227,approve,335000
PI-000051,invoice_verification,PI-000051|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000208,EMP-0085,应付会计,2024-01-10 09:56:48.596841,2024-01-10 10:37:28.596841,approve,2440000
PI-000051,invoice_verification,PI-000051|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000207,EMP-0086,应付会计,2024-01-10 10:26:48.181523,2024-01-10 11:03:17.181523,approve,2189000
PI-000051,invoice_verification,PI-000051|A04,n_pay,Post Payment,serviceTask,4,TK-0000209,EMP-0088,出纳,2024-01-10 12:51:35.619072,2024-01-10 13:03:18.619072,approve,703000
PI-000051,invoice_verification,PI-000051|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000210,EMP-0085,应付会计,2024-01-10 16:30:45.558655,2024-01-10 16:35:09.558655,approve,264000
PI-000052,purchase_order,PI-000052|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000211,EMP-0054,采购专员,2024-01-03 05:10:07.136412,2024-01-03 05:20:04.136412,approve,597000
PI-000052,purchase_order,PI-000052|A02,n_send_po,Send Order to Supplier,serviceTask,2,TK-0000212,EMP-0054,采购专员,2024-01-03 08:36:14.174047,2024-01-03 08:39:26.174047,approve,192000
PI-000053,goods_receipt,PI-000053|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000213,EMP-0065,仓储专员,2024-01-06 05:44:58.377030,2024-01-06 05:54:55.377030,approve,597000
PI-000053,goods_receipt,PI-000053|A02,n_inspect,Quality Inspection,userTask,2,TK-0000214,EMP-0073,质检员,2024-01-06 07:07:04.429208,2024-01-06 07:31:49.429208,approve,1485000
PI-000053,goods_receipt,PI-000053|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000215,EMP-0062,仓储专员,2024-01-06 09:10:57.630064,2024-01-06 09:44:15.630064,approve,1998000
PI-000054,invoice_verification,PI-000054|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000216,EMP-0076,财务专员,2024-01-10 06:59:44.942175,2024-01-10 07:11:16.942175,approve,692000
PI-000054,invoice_verification,PI-000054|A02,n_match,Three-Way Match,serviceTask,2,TK-0000217,EMP-0080,财务专员,2024-01-10 10:13:41.951104,2024-01-10 10:17:30.951104,approve,229000
PI-000054,invoice_verification,PI-000054|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000219,EMP-0086,应付会计,2024-01-10 10:55:16.372800,2024-01-10 13:12:54.372800,approve,8258000
PI-000054,invoice_verification,PI-000054|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000218,EMP-0085,应付会计,2024-01-10 11:22:14.346805,2024-01-10 11:57:09.346805,approve,2095000
PI-000054,invoice_verification,PI-000054|A04,n_pay,Post Payment,serviceTask,4,TK-0000220,EMP-0090,出纳,2024-01-10 15:23:00.364401,2024-01-10 15:40:09.364401,approve,1029000
PI-000054,invoice_verification,PI-000054|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000221,EMP-0085,应付会计,2024-01-10 17:02:59.842670,2024-01-10 17:05:40.842670,approve,161000
PI-000055,invoice_verification,PI-000055|A01,n_enter_inv,Enter Incoming Invoice,userTask,1,TK-0000222,EMP-0082,财务专员,2024-01-15 03:22:53.411888,2024-01-15 03:51:07.411888,approve,1694000
PI-000055,invoice_verification,PI-000055|A02,n_match,Three-Way Match,serviceTask,2,TK-0000223,EMP-0081,财务专员,2024-01-15 04:30:51.049375,2024-01-15 04:40:51.049375,approve,600000
PI-000055,invoice_verification,PI-000055|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000225,EMP-0085,应付会计,2024-01-15 05:11:57.381251,2024-01-15 06:16:22.381251,approve,3865000
PI-000055,invoice_verification,PI-000055|A03,n_appr_inv,Approve Invoice,userTask,3,TK-0000224,EMP-0086,应付会计,2024-01-15 05:34:00.633432,2024-01-15 06:17:50.633432,approve,2630000
PI-000055,invoice_verification,PI-000055|A04,n_pay,Post Payment,serviceTask,4,TK-0000226,EMP-0090,出纳,2024-01-15 06:37:28.799565,2024-01-15 06:44:24.799565,approve,416000
PI-000055,invoice_verification,PI-000055|A05,n_clear,Clear Invoice,serviceTask,5,TK-0000227,EMP-0086,应付会计,2024-01-15 08:52:54.027400,2024-01-15 08:57:28.027400,approve,274000
PI-000056,purchase_requisition,PI-000056|A01,n_submit,Submit Purchase Requisition,userTask,1,TK-0000228,EMP-0023,采购申请人,2024-01-02 23:19:26.909789,2024-01-02 23:33:52.909789,approve,866000
PI-000056,purchase_requisition,PI-000056|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000231,EMP-0042,部门经理,2024-01-03 00:07:23.214041,2024-01-03 02:18:55.214041,approve,7892000
PI-000056,purchase_requisition,PI-000056|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000230,EMP-0046,部门经理,2024-01-03 00:08:23.406603,2024-01-03 00:41:23.406603,approve,1980000
PI-000056,purchase_requisition,PI-000056|A02,n_mgr_appr,Approve Requisition by Manager,userTask,2,TK-0000229,EMP-0045,部门经理,2024-01-03 00:58:15.565179,2024-01-03 01:56:44.565179,approve,3509000
PI-000056,purchase_requisition,PI-000056|A03,n_convert,Convert to Purchase Order,serviceTask,3,TK-0000232,EMP-0054,采购专员,2024-01-03 03:32:10.596434,2024-01-03 03:36:15.596434,approve,245000
PI-000057,purchase_order,PI-000057|A01,n_create_po,Create Purchase Order,serviceTask,1,TK-0000233,EMP-0060,采购专员,2024-01-03 10:46:09.516697,2024-01-03 10:56:39.516697,approve,630000
PI-000057,purchase_order,PI-000057|A02,n_dir_appr,Approve Purchase Order by Director,userTask,2,TK-0000234,EMP-0049,采购总监,2024-01-03 11:02:52.575091,2024-01-03 14:34:02.575091,approve,12670000
PI-000057,purchase_order,PI-000057|A03,n_send_po,Send Order to Supplier,serviceTask,3,TK-0000235,EMP-0059,采购专员,2024-01-03 16:31:14.599229,2024-01-03 16:33:57.599229,approve,163000
PI-000058,goods_receipt,PI-000058|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000236,EMP-0068,仓储专员,2024-01-06 15:06:36.341976,2024-01-06 15:09:16.341976,approve,160000
PI-000058,goods_receipt,PI-000058|A02,n_inspect,Quality Inspection,userTask,2,TK-0000237,EMP-0070,质检员,2024-01-06 15:16:27.009052,2024-01-06 16:05:45.009052,approve,2958000
PI-000058,goods_receipt,PI-000058|A03,n_putaway,Putaway to Warehouse,serviceTask,3,TK-0000238,EMP-0069,仓储专员,2024-01-06 19:39:43.574541,2024-01-06 19:52:05.574541,approve,742000
PI-000059,goods_receipt,PI-000059|A01,n_post_gr,Post Goods Receipt,serviceTask,1,TK-0000239,EMP-0064,仓储专员,2024-01-08 06:07:50.608399,2024-01-08 06:16:55.608399,approve,545000
PI-000059,goods_receipt,PI-000059|A02,n_inspect,Quality Inspection,userTask,2,TK-0000240,EMP-0074,质检员,2024-01-08 09:43:07.274109,2024-01-08 10:29:01.274109,approve,2754000
